store_id,user_id,purchases_qty,store_name,birthdate
1,1139393,4,G Coffee @ USJ 89q,1995-10-21
1,1618,3,G Coffee @ USJ 89q,1983-08-17
1,4280,3,G Coffee @ USJ 89q,2000-03-01
1,6085,3,G Coffee @ USJ 89q,2002-12-18
1,7125,3,G Coffee @ USJ 89q,1994-05-10
1,7831,3,G Coffee @ USJ 89q,2003-04-21
1,9898,3,G Coffee @ USJ 89q,2004-07-25
1,10412,3,G Coffee @ USJ 89q,1978-06-10
1,12098,3,G Coffee @ USJ 89q,1970-09-20
1,13352,3,G Coffee @ USJ 89q,1982-09-13
1,13539,3,G Coffee @ USJ 89q,1980-09-16
1,13928,3,G Coffee @ USJ 89q,1977-04-27
1,14342,3,G Coffee @ USJ 89q,1994-02-18
1,14402,3,G Coffee @ USJ 89q,2008-10-25
1,14829,3,G Coffee @ USJ 89q,2009-05-03
1,17349,3,G Coffee @ USJ 89q,1981-09-07
1,19118,3,G Coffee @ USJ 89q,1968-10-31
1,19567,3,G Coffee @ USJ 89q,1982-12-02
1,20324,3,G Coffee @ USJ 89q,1969-02-18
1,20360,3,G Coffee @ USJ 89q,1995-09-29
1,20844,3,G Coffee @ USJ 89q,1984-01-07
1,22667,3,G Coffee @ USJ 89q,1989-04-12
1,22969,3,G Coffee @ USJ 89q,2004-08-31
1,24187,3,G Coffee @ USJ 89q,1972-10-11
1,474854,3,G Coffee @ USJ 89q,2001-11-27
1,493801,3,G Coffee @ USJ 89q,1972-02-15
1,566649,3,G Coffee @ USJ 89q,1970-04-23
1,709502,3,G Coffee @ USJ 89q,1986-05-24
1,900149,3,G Coffee @ USJ 89q,1976-05-30
1,941609,3,G Coffee @ USJ 89q,1969-02-01
1,1129993,3,G Coffee @ USJ 89q,1980-10-04
1,1135611,3,G Coffee @ USJ 89q,1965-08-05
1,1137639,3,G Coffee @ USJ 89q,1971-08-04
1,1176803,3,G Coffee @ USJ 89q,1981-11-28
1,86,2,G Coffee @ USJ 89q,2008-10-06
2,7384,4,G Coffee @ Kondominium Putra,1993-12-11
2,2761,3,G Coffee @ Kondominium Putra,2007-03-28
2,4486,3,G Coffee @ Kondominium Putra,1970-01-30
2,5118,3,G Coffee @ Kondominium Putra,1994-08-21
2,6054,3,G Coffee @ Kondominium Putra,1972-05-19
2,6329,3,G Coffee @ Kondominium Putra,1975-01-04
2,7082,3,G Coffee @ Kondominium Putra,1986-10-06
2,9306,3,G Coffee @ Kondominium Putra,1998-08-23
2,9381,3,G Coffee @ Kondominium Putra,1969-08-18
2,10501,3,G Coffee @ Kondominium Putra,1988-05-29
2,10569,3,G Coffee @ Kondominium Putra,1983-11-06
2,13560,3,G Coffee @ Kondominium Putra,1989-04-26
2,13744,3,G Coffee @ Kondominium Putra,1993-01-29
2,15282,3,G Coffee @ Kondominium Putra,1986-11-13
2,16436,3,G Coffee @ Kondominium Putra,1998-08-14
2,17895,3,G Coffee @ Kondominium Putra,2005-03-02
2,18669,3,G Coffee @ Kondominium Putra,1984-06-08
2,19052,3,G Coffee @ Kondominium Putra,1981-07-22
2,19508,3,G Coffee @ Kondominium Putra,1980-03-20
2,19555,3,G Coffee @ Kondominium Putra,1965-02-16
2,22372,3,G Coffee @ Kondominium Putra,2007-11-16
2,23646,3,G Coffee @ Kondominium Putra,1972-09-13
2,156526,3,G Coffee @ Kondominium Putra,2007-12-27
2,180528,3,G Coffee @ Kondominium Putra,1969-04-02
2,289772,3,G Coffee @ Kondominium Putra,1972-06-10
2,523861,3,G Coffee @ Kondominium Putra,1989-04-07
2,655566,3,G Coffee @ Kondominium Putra,1982-02-13
2,1138851,3,G Coffee @ Kondominium Putra,1984-05-10
2,141,2,G Coffee @ Kondominium Putra,1992-12-11
2,842,2,G Coffee @ Kondominium Putra,1964-07-25
2,951,2,G Coffee @ Kondominium Putra,1967-05-30
2,959,2,G Coffee @ Kondominium Putra,1982-06-03
2,1001,2,G Coffee @ Kondominium Putra,1991-09-03
2,1063,2,G Coffee @ Kondominium Putra,1981-03-08
2,1100,2,G Coffee @ Kondominium Putra,1966-09-17
3,1637,3,G Coffee @ USJ 57W,2005-11-29
3,3821,3,G Coffee @ USJ 57W,1971-02-27
3,8163,3,G Coffee @ USJ 57W,1978-08-04
3,11341,3,G Coffee @ USJ 57W,1964-11-15
3,12356,3,G Coffee @ USJ 57W,2006-12-02
3,12382,3,G Coffee @ USJ 57W,2000-07-01
3,15044,3,G Coffee @ USJ 57W,1999-12-04
3,15189,3,G Coffee @ USJ 57W,2001-08-20
3,15543,3,G Coffee @ USJ 57W,1989-07-29
3,15594,3,G Coffee @ USJ 57W,1986-07-26
3,16845,3,G Coffee @ USJ 57W,2006-02-27
3,19478,3,G Coffee @ USJ 57W,1981-01-26
3,25265,3,G Coffee @ USJ 57W,2000-03-31
3,100609,3,G Coffee @ USJ 57W,1974-06-23
3,151369,3,G Coffee @ USJ 57W,1994-08-11
3,359952,3,G Coffee @ USJ 57W,2001-07-02
3,382524,3,G Coffee @ USJ 57W,2007-03-14
3,920034,3,G Coffee @ USJ 57W,2000-06-25
3,1129727,3,G Coffee @ USJ 57W,1996-06-14
3,1153821,3,G Coffee @ USJ 57W,1971-08-03
3,57,2,G Coffee @ USJ 57W,1965-01-20
3,137,2,G Coffee @ USJ 57W,1978-03-31
3,150,2,G Coffee @ USJ 57W,1966-05-08
3,179,2,G Coffee @ USJ 57W,1984-12-31
3,360,2,G Coffee @ USJ 57W,1971-12-05
3,378,2,G Coffee @ USJ 57W,2008-12-15
3,382,2,G Coffee @ USJ 57W,2005-10-23
3,533,2,G Coffee @ USJ 57W,2006-01-04
3,643,2,G Coffee @ USJ 57W,1987-04-08
3,649,2,G Coffee @ USJ 57W,1983-01-18
3,693,2,G Coffee @ USJ 57W,1997-02-26
3,894,2,G Coffee @ USJ 57W,1967-03-09
3,995,2,G Coffee @ USJ 57W,2006-11-22
3,1006,2,G Coffee @ USJ 57W,2003-02-23
3,1011,2,G Coffee @ USJ 57W,2006-06-26
4,717118,4,G Coffee @ Kampung Changkat,1977-10-06
4,1276,3,G Coffee @ Kampung Changkat,2004-10-12
4,2295,3,G Coffee @ Kampung Changkat,1999-09-16
4,3490,3,G Coffee @ Kampung Changkat,1987-10-06
4,4522,3,G Coffee @ Kampung Changkat,2003-03-03
4,4980,3,G Coffee @ Kampung Changkat,1987-05-20
4,5494,3,G Coffee @ Kampung Changkat,1988-01-25
4,7565,3,G Coffee @ Kampung Changkat,1975-03-22
4,8852,3,G Coffee @ Kampung Changkat,2002-04-25
4,11453,3,G Coffee @ Kampung Changkat,2007-01-20
4,15653,3,G Coffee @ Kampung Changkat,1986-08-06
4,18043,3,G Coffee @ Kampung Changkat,1997-08-29
4,18540,3,G Coffee @ Kampung Changkat,1971-04-23
4,19164,3,G Coffee @ Kampung Changkat,1982-06-22
4,19237,3,G Coffee @ Kampung Changkat,2000-07-29
4,19265,3,G Coffee @ Kampung Changkat,1979-05-08
4,20352,3,G Coffee @ Kampung Changkat,1995-11-19
4,24778,3,G Coffee @ Kampung Changkat,1996-12-24
4,61639,3,G Coffee @ Kampung Changkat,1988-04-07
4,81439,3,G Coffee @ Kampung Changkat,2006-03-13
4,257376,3,G Coffee @ Kampung Changkat,1986-03-05
4,313981,3,G Coffee @ Kampung Changkat,2000-10-21
4,318975,3,G Coffee @ Kampung Changkat,1986-08-10
4,493038,3,G Coffee @ Kampung Changkat,1974-12-29
4,616355,3,G Coffee @ Kampung Changkat,1974-02-02
4,756550,3,G Coffee @ Kampung Changkat,2001-05-02
4,763768,3,G Coffee @ Kampung Changkat,1966-04-26
4,770528,3,G Coffee @ Kampung Changkat,1981-12-26
4,1086666,3,G Coffee @ Kampung Changkat,1973-05-18
4,1147014,3,G Coffee @ Kampung Changkat,1975-01-19
4,1162736,3,G Coffee @ Kampung Changkat,1967-04-30
4,1165898,3,G Coffee @ Kampung Changkat,1967-04-19
4,1196624,3,G Coffee @ Kampung Changkat,1975-12-13
4,1221301,3,G Coffee @ Kampung Changkat,2001-07-07
4,131,2,G Coffee @ Kampung Changkat,1992-10-18
5,81,3,G Coffee @ Seksyen 21,1969-12-26
5,779,3,G Coffee @ Seksyen 21,1972-03-05
5,4519,3,G Coffee @ Seksyen 21,1977-09-30
5,4761,3,G Coffee @ Seksyen 21,1965-04-01
5,5705,3,G Coffee @ Seksyen 21,1985-02-07
5,5750,3,G Coffee @ Seksyen 21,1985-04-13
5,6978,3,G Coffee @ Seksyen 21,2000-07-15
5,8791,3,G Coffee @ Seksyen 21,1984-07-25
5,9048,3,G Coffee @ Seksyen 21,1968-12-13
5,11922,3,G Coffee @ Seksyen 21,1988-01-30
5,17420,3,G Coffee @ Seksyen 21,1985-03-16
5,20532,3,G Coffee @ Seksyen 21,1988-12-03
5,23913,3,G Coffee @ Seksyen 21,1969-03-26
5,30678,3,G Coffee @ Seksyen 21,2003-03-22
5,172231,3,G Coffee @ Seksyen 21,1981-05-03
5,250288,3,G Coffee @ Seksyen 21,1976-06-11
5,272694,3,G Coffee @ Seksyen 21,1989-09-10
5,459390,3,G Coffee @ Seksyen 21,1989-04-03
5,676136,3,G Coffee @ Seksyen 21,1970-10-11
5,819616,3,G Coffee @ Seksyen 21,1973-12-08
5,823832,3,G Coffee @ Seksyen 21,1964-12-04
5,878628,3,G Coffee @ Seksyen 21,1977-07-19
5,1131910,3,G Coffee @ Seksyen 21,1997-05-28
5,1162274,3,G Coffee @ Seksyen 21,1979-11-11
5,73,2,G Coffee @ Seksyen 21,1973-05-08
5,92,2,G Coffee @ Seksyen 21,1970-03-03
5,177,2,G Coffee @ Seksyen 21,1994-04-12
5,243,2,G Coffee @ Seksyen 21,1980-07-29
5,274,2,G Coffee @ Seksyen 21,1966-01-20
5,352,2,G Coffee @ Seksyen 21,1982-11-09
5,361,2,G Coffee @ Seksyen 21,1972-06-25
5,422,2,G Coffee @ Seksyen 21,1980-12-02
5,459,2,G Coffee @ Seksyen 21,1985-05-22
5,495,2,G Coffee @ Seksyen 21,2003-06-10
5,516,2,G Coffee @ Seksyen 21,1987-02-15
6,3704,3,G Coffee @ Alam Tun Hussein Onn,1999-07-17
6,6444,3,G Coffee @ Alam Tun Hussein Onn,1989-06-16
6,6658,3,G Coffee @ Alam Tun Hussein Onn,1966-04-19
6,8079,3,G Coffee @ Alam Tun Hussein Onn,1964-08-13
6,13594,3,G Coffee @ Alam Tun Hussein Onn,2002-08-03
6,14123,3,G Coffee @ Alam Tun Hussein Onn,1972-11-23
6,15417,3,G Coffee @ Alam Tun Hussein Onn,1995-11-01
6,16111,3,G Coffee @ Alam Tun Hussein Onn,2006-08-18
6,16256,3,G Coffee @ Alam Tun Hussein Onn,1987-08-26
6,16963,3,G Coffee @ Alam Tun Hussein Onn,2002-01-01
6,17469,3,G Coffee @ Alam Tun Hussein Onn,1973-11-07
6,20060,3,G Coffee @ Alam Tun Hussein Onn,2000-03-06
6,20475,3,G Coffee @ Alam Tun Hussein Onn,1976-01-03
6,21122,3,G Coffee @ Alam Tun Hussein Onn,1997-07-31
6,22183,3,G Coffee @ Alam Tun Hussein Onn,1975-11-09
6,25215,3,G Coffee @ Alam Tun Hussein Onn,1998-04-17
6,25345,3,G Coffee @ Alam Tun Hussein Onn,1985-05-04
6,41088,3,G Coffee @ Alam Tun Hussein Onn,1974-07-03
6,43975,3,G Coffee @ Alam Tun Hussein Onn,1975-04-17
6,202778,3,G Coffee @ Alam Tun Hussein Onn,2005-07-24
6,487462,3,G Coffee @ Alam Tun Hussein Onn,1977-03-20
6,547028,3,G Coffee @ Alam Tun Hussein Onn,2002-02-05
6,1132684,3,G Coffee @ Alam Tun Hussein Onn,1975-03-13
6,1145580,3,G Coffee @ Alam Tun Hussein Onn,2008-08-05
6,1172127,3,G Coffee @ Alam Tun Hussein Onn,1992-10-05
6,1180179,3,G Coffee @ Alam Tun Hussein Onn,1968-01-11
6,1251291,3,G Coffee @ Alam Tun Hussein Onn,1980-10-04
6,5,2,G Coffee @ Alam Tun Hussein Onn,2005-05-10
6,110,2,G Coffee @ Alam Tun Hussein Onn,2000-06-18
6,317,2,G Coffee @ Alam Tun Hussein Onn,2001-12-12
6,366,2,G Coffee @ Alam Tun Hussein Onn,1984-08-25
6,426,2,G Coffee @ Alam Tun Hussein Onn,2002-10-31
6,571,2,G Coffee @ Alam Tun Hussein Onn,1979-02-18
6,611,2,G Coffee @ Alam Tun Hussein Onn,1977-08-20
6,798,2,G Coffee @ Alam Tun Hussein Onn,2008-06-29
7,1713,3,G Coffee @ Damansara Saujana,1985-03-05
7,2450,3,G Coffee @ Damansara Saujana,1998-06-26
7,3664,3,G Coffee @ Damansara Saujana,1985-08-16
7,7261,3,G Coffee @ Damansara Saujana,1977-09-22
7,7473,3,G Coffee @ Damansara Saujana,2001-08-09
7,11210,3,G Coffee @ Damansara Saujana,1974-08-09
7,11925,3,G Coffee @ Damansara Saujana,1987-01-29
7,14472,3,G Coffee @ Damansara Saujana,1972-08-07
7,16195,3,G Coffee @ Damansara Saujana,1965-02-17
7,17580,3,G Coffee @ Damansara Saujana,1973-11-07
7,19083,3,G Coffee @ Damansara Saujana,1970-04-21
7,21057,3,G Coffee @ Damansara Saujana,1993-06-30
7,21118,3,G Coffee @ Damansara Saujana,1980-08-22
7,21757,3,G Coffee @ Damansara Saujana,1964-12-08
7,22874,3,G Coffee @ Damansara Saujana,1996-08-13
7,23100,3,G Coffee @ Damansara Saujana,2003-10-25
7,109654,3,G Coffee @ Damansara Saujana,1999-06-04
7,187193,3,G Coffee @ Damansara Saujana,1981-04-14
